"attribute_type","attribute_value","meta_content","url"
"property","og:description","All jokes from the 'New Rules' segments from 2015 on 'Real Time with Bill Maher'. http://www.hbo.com/real-time-with-bill-maher 338 1 Jay Leno, Salman Rushdie...","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","al:ios:app_store_id","544007664","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","al:ios:app_name","YouTube","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","al:ios:url","vnd.youtube://www.youtube.com/watch?v=0BnTDEdoO5g&feature=applinks","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","al:android:url","vnd.youtube://www.youtube.com/watch?v=0BnTDEdoO5g&feature=applinks","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","al:android:app_name","YouTube","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","al:android:package","com.google.android.youtube","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","al:web:url","https://www.youtube.com/watch?v=0BnTDEdoO5g&feature=applinks","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:type","video","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:url","https://www.youtube.com/embed/0BnTDEdoO5g","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:secure_url","https://www.youtube.com/embed/0BnTDEdoO5g","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:type","text/html","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:width","1280","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:height","720","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:url","http://www.youtube.com/v/0BnTDEdoO5g?version=3&autohide=1","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:secure_url","https://www.youtube.com/v/0BnTDEdoO5g?version=3&autohide=1","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:type","application/x-shockwave-flash","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:width","1280","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:height","720","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","REAL TIME New Rules 2015","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","Real Time with Bill Maher","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","Real Time","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","Bill Maher","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","New rules bill maher","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","donald trump","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","religilous","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","relegelous","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","new rules 2015","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","new rules 2016","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","bill maher new new rules","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","bill mahers new rules","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","new rules segement","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","funny new rules","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","funny bill maher","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","og:video:tag","comedy bill maher","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"property","fb:app_id","87741124305","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:card","player","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:site","@youtube","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:url","https://www.youtube.com/watch?v=0BnTDEdoO5g","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:title","REAL TIME - All New Rules - 2015","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:description","All jokes from the 'New Rules' segments from 2015 on 'Real Time with Bill Maher'. http://www.hbo.com/real-time-with-bill-maher 338 1 Jay Leno, Salman Rushdie...","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:image","https://i.ytimg.com/vi/0BnTDEdoO5g/hqdefault.jpg","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:app:name:iphone","YouTube","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:app:id:iphone","544007664","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:app:name:ipad","YouTube","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:app:id:ipad","544007664","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:app:url:iphone","vnd.youtube://www.youtube.com/watch?v=0BnTDEdoO5g&feature=applinks","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:app:url:ipad","vnd.youtube://www.youtube.com/watch?v=0BnTDEdoO5g&feature=applinks","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:app:name:googleplay","YouTube","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:app:id:googleplay","com.google.android.youtube","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:app:url:googleplay","https://www.youtube.com/watch?v=0BnTDEdoO5g","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:player","https://www.youtube.com/embed/0BnTDEdoO5g","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:player:width","1280","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","twitter:player:height","720","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"name","attribution","HBO_anti_piracy/","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","name","REAL TIME - All New Rules - 2015","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","description","All jokes from the 'New Rules' segments from 2015 on 'Real Time with Bill Maher'. http://www.hbo.com/real-time-with-bill-maher 338 1 Jay Leno, Salman Rushdie...","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","paid","False","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","channelId","UC5094h1PohVtBlj7_OumH6Q","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","videoId","0BnTDEdoO5g","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","duration","PT123M26S","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","unlisted","False","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","width","480","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","height","360","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","playerType","HTML5 Flash","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","width","1280","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","height","720","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","isFamilyFriendly","True","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","regionsAllowed","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","interactionCount","151833","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","datePublished","2016-05-22","http://www.youtube.com/watch?v=0BnTDEdoO5g"
"itemprop","genre","Gaming","http://www.youtube.com/watch?v=0BnTDEdoO5g"
